"","from","to","stay_at_home_orders_overLap","width","title"
"1029","NH","UT",12,0.12,"12 days shared in 2020"
"1030","NH","VA",58,0.58,"58 days shared in 2020"
"1031","NH","VT",286,2.86,"286 days shared in 2020"
"1032","NH","WA",273,2.73,"273 days shared in 2020"
"1033","NH","WI",109,1.09,"109 days shared in 2020"
"1034","NH","WV",275,2.75,"275 days shared in 2020"
"1035","NH","WY",12,0.12,"12 days shared in 2020"
"1036","NJ","NM",1,0.01,"1 days shared in 2020"
"1037","NJ","NV",45,0.45,"45 days shared in 2020"
"1038","NJ","NY",6,0.06,"6 days shared in 2020"
"1039","NJ","OH",59,0.59,"59 days shared in 2020"
"1040","NJ","OK",66,0.66,"66 days shared in 2020"
"1041","NJ","OR",88,0.88,"88 days shared in 2020"
"1042","NJ","PA",210,2.1,"210 days shared in 2020"
"1043","NJ","RI",48,0.48,"48 days shared in 2020"
"1044","NJ","SC",185,1.85,"185 days shared in 2020"
"1045","NJ","SD",212,2.12,"212 days shared in 2020"
"1046","NJ","TN",124,1.24,"124 days shared in 2020"
"1047","NJ","TX",6,0.06,"6 days shared in 2020"
"1048","NJ","UT",212,2.12,"212 days shared in 2020"
"1049","NJ","VA",258,2.58,"258 days shared in 2020"
"1050","NJ","VT",58,0.58,"58 days shared in 2020"
"1051","NJ","WA",52,0.52,"52 days shared in 2020"
"1052","NJ","WI",209,2.09,"209 days shared in 2020"
"1053","NJ","WV",47,0.47,"47 days shared in 2020"
"1054","NJ","WY",212,2.12,"212 days shared in 2020"
"1055","NM","NV",238,2.38,"238 days shared in 2020"
"1056","NM","NY",1,0.01,"1 days shared in 2020"
"1057","NM","OH",232,2.32,"232 days shared in 2020"
"1058","NM","OK",157,1.57,"157 days shared in 2020"
"1059","NM","OR",203,2.03,"203 days shared in 2020"
"1060","NM","PA",40,0.4,"40 days shared in 2020"
"1061","NM","RI",238,2.38,"238 days shared in 2020"
"1062","NM","SC",91,0.91,"91 days shared in 2020"
"1063","NM","SD",71,0.71,"71 days shared in 2020"
"1064","NM","TN",159,1.59,"159 days shared in 2020"
"1065","NM","TX",275,2.75,"275 days shared in 2020"
"1066","NM","UT",36,0.36,"36 days shared in 2020"
"1067","NM","VA",1,0.01,"1 days shared in 2020"
"1068","NM","VT",232,2.32,"232 days shared in 2020"
"1069","NM","WA",224,2.24,"224 days shared in 2020"
"1070","NM","WI",53,0.53,"53 days shared in 2020"
"1071","NM","WV",243,2.43,"243 days shared in 2020"
"1072","NM","WY",1,0.01,"1 days shared in 2020"
"1073","NV","NY",7,0.07,"7 days shared in 2020"
"1074","NV","OH",278,2.78,"278 days shared in 2020"
"1075","NV","OK",165,1.65,"165 days shared in 2020"
"1076","NV","OR",249,2.49,"249 days shared in 2020"
"1077","NV","PA",92,0.92,"92 days shared in 2020"
"1078","NV","RI",289,2.89,"289 days shared in 2020"
"1079","NV","SC",128,1.28,"128 days shared in 2020"
"1080","NV","SD",31,0.31,"31 days shared in 2020"
"1081","NV","TN",185,1.85,"185 days shared in 2020"
"1082","NV","TX",253,2.53,"253 days shared in 2020"
"1083","NV","UT",12,0.12,"12 days shared in 2020"
"1084","NV","VA",54,0.54,"54 days shared in 2020"
"1085","NV","VT",279,2.79,"279 days shared in 2020"
"1086","NV","WA",269,2.69,"269 days shared in 2020"
"1087","NV","WI",101,1.01,"101 days shared in 2020"
"1088","NV","WV",280,2.8,"280 days shared in 2020"
"1089","NV","WY",16,0.16,"16 days shared in 2020"
"1090","NY","OH",7,0.07,"7 days shared in 2020"
"1091","NY","OK",74,0.74,"74 days shared in 2020"
"1092","NY","OR",7,0.07,"7 days shared in 2020"
"1093","NY","PA",14,0.14,"14 days shared in 2020"
"1094","NY","RI",7,0.07,"7 days shared in 2020"
"1095","NY","SC",7,0.07,"7 days shared in 2020"
"1096","NY","SD",7,0.07,"7 days shared in 2020"
"1097","NY","TN",7,0.07,"7 days shared in 2020"
"1098","NY","TX",7,0.07,"7 days shared in 2020"
"1099","NY","UT",7,0.07,"7 days shared in 2020"
"1100","NY","VA",7,0.07,"7 days shared in 2020"
"1101","NY","VT",7,0.07,"7 days shared in 2020"
"1102","NY","WA",22,0.22,"22 days shared in 2020"
"1103","NY","WI",7,0.07,"7 days shared in 2020"
"1104","NY","WV",7,0.07,"7 days shared in 2020"
"1105","NY","WY",7,0.07,"7 days shared in 2020"
"1106","OH","OK",164,1.64,"164 days shared in 2020"
"1107","OH","OR",263,2.63,"263 days shared in 2020"
"1108","OH","PA",84,0.84,"84 days shared in 2020"
"1109","OH","RI",281,2.81,"281 days shared in 2020"
"1110","OH","SC",114,1.14,"114 days shared in 2020"
"1111","OH","SD",25,0.25,"25 days shared in 2020"
"1112","OH","TN",171,1.71,"171 days shared in 2020"
"1113","OH","TX",239,2.39,"239 days shared in 2020"
"1114","OH","UT",8,0.08,"8 days shared in 2020"
"1115","OH","VA",54,0.54,"54 days shared in 2020"
"1116","OH","VT",291,2.91,"291 days shared in 2020"
"1117","OH","WA",277,2.77,"277 days shared in 2020"
"1118","OH","WI",109,1.09,"109 days shared in 2020"
"1119","OH","WV",280,2.8,"280 days shared in 2020"
"1120","OH","WY",8,0.08,"8 days shared in 2020"
"1121","OK","OR",135,1.35,"135 days shared in 2020"
"1122","OK","PA",115,1.15,"115 days shared in 2020"
"1123","OK","RI",165,1.65,"165 days shared in 2020"
"1124","OK","SC",87,0.87,"87 days shared in 2020"
"1125","OK","SD",70,0.7,"70 days shared in 2020"
"1126","OK","TN",72,0.72,"72 days shared in 2020"
"1127","OK","TX",165,1.65,"165 days shared in 2020"
"1128","OK","UT",69,0.69,"69 days shared in 2020"
"1129","OK","VA",69,0.69,"69 days shared in 2020"
"1130","OK","VT",165,1.65,"165 days shared in 2020"
"1131","OK","WA",179,1.79,"179 days shared in 2020"
"1132","OK","WI",121,1.21,"121 days shared in 2020"
"1133","OK","WV",165,1.65,"165 days shared in 2020"
"1134","OK","WY",69,0.69,"69 days shared in 2020"
"1135","OR","PA",55,0.55,"55 days shared in 2020"
"1136","OR","RI",252,2.52,"252 days shared in 2020"
"1137","OR","SC",143,1.43,"143 days shared in 2020"
"1138","OR","SD",54,0.54,"54 days shared in 2020"
"1139","OR","TN",200,2,"200 days shared in 2020"
"1140","OR","TX",210,2.1,"210 days shared in 2020"
"1141","OR","UT",37,0.37,"37 days shared in 2020"
"1142","OR","VA",83,0.83,"83 days shared in 2020"
"1143","OR","VT",262,2.62,"262 days shared in 2020"
"1144","OR","WA",248,2.48,"248 days shared in 2020"
"1145","OR","WI",80,0.8,"80 days shared in 2020"
"1146","OR","WV",251,2.51,"251 days shared in 2020"
"1147","OR","WY",37,0.37,"37 days shared in 2020"
"1148","PA","RI",89,0.89,"89 days shared in 2020"
"1149","PA","SC",157,1.57,"157 days shared in 2020"
"1150","PA","SD",183,1.83,"183 days shared in 2020"
"1151","PA","TN",95,0.95,"95 days shared in 2020"
"1152","PA","TX",56,0.56,"56 days shared in 2020"
"1153","PA","UT",204,2.04,"204 days shared in 2020"
"1154","PA","VA",244,2.44,"244 days shared in 2020"
"1155","PA","VT",85,0.85,"85 days shared in 2020"
"1156","PA","WA",91,0.91,"91 days shared in 2020"
"1157","PA","WI",265,2.65,"265 days shared in 2020"
"1158","PA","WV",81,0.81,"81 days shared in 2020"
"1159","PA","WY",209,2.09,"209 days shared in 2020"
"1160","RI","SC",125,1.25,"125 days shared in 2020"
"1161","RI","SD",31,0.31,"31 days shared in 2020"
"1162","RI","TN",182,1.82,"182 days shared in 2020"
"1163","RI","TX",250,2.5,"250 days shared in 2020"
"1164","RI","UT",12,0.12,"12 days shared in 2020"
"1165","RI","VA",53,0.53,"53 days shared in 2020"
"1166","RI","VT",282,2.82,"282 days shared in 2020"
"1167","RI","WA",272,2.72,"272 days shared in 2020"
"1168","RI","WI",104,1.04,"104 days shared in 2020"
"1169","RI","WV",283,2.83,"283 days shared in 2020"
"1170","RI","WY",13,0.13,"13 days shared in 2020"
"1171","SC","SD",188,1.88,"188 days shared in 2020"
"1172","SC","TN",219,2.19,"219 days shared in 2020"
"1173","SC","TX",108,1.08,"108 days shared in 2020"
"1174","SC","UT",164,1.64,"164 days shared in 2020"
"1175","SC","VA",194,1.94,"194 days shared in 2020"
"1176","SC","VT",115,1.15,"115 days shared in 2020"
"1177","SC","WA",106,1.06,"106 days shared in 2020"
"1178","SC","WI",137,1.37,"137 days shared in 2020"
"1179","SC","WV",126,1.26,"126 days shared in 2020"
"1180","SC","WY",175,1.75,"175 days shared in 2020"
"1181","SD","TN",138,1.38,"138 days shared in 2020"
"1182","SD","TX",68,0.68,"68 days shared in 2020"
"1183","SD","UT",257,2.57,"257 days shared in 2020"
"1184","SD","VA",222,2.22,"222 days shared in 2020"
"1185","SD","VT",25,0.25,"25 days shared in 2020"
"1186","SD","WA",17,0.17,"17 days shared in 2020"
"1187","SD","WI",170,1.7,"170 days shared in 2020"
"1188","SD","WV",36,0.36,"36 days shared in 2020"
"1189","SD","WY",222,2.22,"222 days shared in 2020"
"1190","TN","TX",172,1.72,"172 days shared in 2020"
"1191","TN","UT",111,1.11,"111 days shared in 2020"
"1192","TN","VA",133,1.33,"133 days shared in 2020"
"1193","TN","VT",172,1.72,"172 days shared in 2020"
"1194","TN","WA",163,1.63,"163 days shared in 2020"
"1195","TN","WI",76,0.76,"76 days shared in 2020"
"1196","TN","WV",183,1.83,"183 days shared in 2020"
"1197","TN","WY",109,1.09,"109 days shared in 2020"
"1198","TX","UT",41,0.41,"41 days shared in 2020"
"1199","TX","VA",15,0.15,"15 days shared in 2020"
"1200","TX","VT",240,2.4,"240 days shared in 2020"
"1201","TX","WA",231,2.31,"231 days shared in 2020"
"1202","TX","WI",62,0.62,"62 days shared in 2020"
"1203","TX","WV",251,2.51,"251 days shared in 2020"
"1204","TX","WY",18,0.18,"18 days shared in 2020"
"1205","UT","VA",243,2.43,"243 days shared in 2020"
"1206","UT","VT",9,0.09,"9 days shared in 2020"
"1207","UT","WA",8,0.08,"8 days shared in 2020"
"1208","UT","WI",191,1.91,"191 days shared in 2020"
"1209","UT","WV",9,0.09,"9 days shared in 2020"
"1210","UT","WY",257,2.57,"257 days shared in 2020"
"1211","VA","VT",55,0.55,"55 days shared in 2020"
"1212","VA","WA",47,0.47,"47 days shared in 2020"
"1213","VA","WI",233,2.33,"233 days shared in 2020"
"1214","VA","WV",44,0.44,"44 days shared in 2020"
"1215","VA","WY",246,2.46,"246 days shared in 2020"
"1216","VT","WA",276,2.76,"276 days shared in 2020"
"1217","VT","WI",110,1.1,"110 days shared in 2020"
"1218","VT","WV",281,2.81,"281 days shared in 2020"
"1219","VT","WY",9,0.09,"9 days shared in 2020"
"1220","WA","WI",104,1.04,"104 days shared in 2020"
"1221","WA","WV",272,2.72,"272 days shared in 2020"
"1222","WA","WY",8,0.08,"8 days shared in 2020"
"1223","WI","WV",101,1.01,"101 days shared in 2020"
"1224","WI","WY",191,1.91,"191 days shared in 2020"
"1225","WV","WY",9,0.09,"9 days shared in 2020"
